code,synonyms
"113630ASY","밤부날시럽,아스테롤시럽"
"113801ATB","바미딜정,바미린정300밀리그람,바미토리정300밀리그람,바미프린정,바미필정,바스마정300밀리그람,바스필린정300밀리그람,바이핀정,바이필정300밀리그람,바피린정"
"113902ASS","레딕스액120그람,솔로탑액120"
"113903ASS","레딕스액130그람,솔로탑액130"
"113904ASS","레딕스액140그람,솔로탑액140"
"113908ASS","이젯켓,태준이지시티액4.6"
"113909ASS","레딕스액70그람,솔로탑액70"
"113911APD","레딕스현탁용분말,솔로탑현탁용분말"
"113912APD","이지 에이취디현탁용분말,이지에이취디현탁용분말"
"113938APD","이지 에이취디현탁용분말,이지에이취디현탁용분말"
"113939ASS","레딕스액70그람,솔로탑액70"
"113940ASS","레딕스액120그람,솔로탑액120"
"113942ASS","레딕스액130그람,솔로탑액130"
"113944ASS","레딕스액140그람,솔로탑액140"
"113946APD","레딕스현탁용분말,솔로탑현탁용분말"
"114511ATE","클리퍼지속성장용정"
"114902ATB","벤다라인정,벤다린정,카리진정"
"115101ATB","벤디핀정,코닐정,코디핀정"
"115102ATB","베니핀정(염산베니디핀,벤디핀정,벤지핀정,코닐정,코디핀정"
"115103ATB","벤디핀정,코닐정,코디핀정"
"115302CLQ","노베실액,베노카인액"
"115330CLQ","노베실액,베노카인액"
"115331CLQ","노베실액,베노카인액"
"115401ATB","넬슨벤프로페린정20밀리그람,세린정,자모페어정,코프렐정,투렌정,투사펠정(인산벤프로페린"
"115502BIJ","몰다민주,벤제타실주,한올마이신주120만단위"
"115601ATB","명인날카리신정,유리논정"
"116001ATB","명인벤즈트로핀메실산염정1밀리그램,태극벤즈트로핀정1밀리그람,환인벤즈트로핀정"
"116002ATB","명인벤즈트로핀메실레이트정2밀리그람,태극벤즈트로핀정2밀리그람,환인벤즈트로핀정"
"116101CLQ","벤다액,벤지메딘액,벤톨액,삼아탄툼액,안티스액,이텍스벤지다민액"
"116131CLQ","삼아탄툼액,퍼스가글액"
"116132CLQ","삼아탄툼액,안티스액"
"116134CLQ","벤지메딘액,삼아탄툼액,안티스액,이텍스벤지다민액"
"116201ATB","베도즈정,베라스톨린정,베라스트정,베라실정,베라클정,유니버거정"
"116302ATB","날시닌포르테정,메네스정"
"116502BIJ","글로베타메타손주,대원인산베타메타손나트륨주사액,동광베타손주,동구베타메타손주사,메디카베타메타손인산나트륨주,제일제약베타메타손주사액,타메존주,한올베타메타손주,휴온스베타메타손포스페이트나트륨주사액"
"116530BIJ","글로베타메타손주,대원인산베타메타손나트륨주사액,동광베타손주,메디카베타메타손인산나트륨주,베타멘주,제일제약베타메타손주사액,타메존주,한올베타메타손주,휴온스베타메타손포스페이트나트륨주사액"
"116601CLQ","덴드리액,바롤액,부광에몰액"
"116630CLQ","덴드리액,부광에몰액"
"116801ATB","다베롤정,베타졸정,베탁정,부광켈론정"
"116802COS","베톱틱 에스점안액,베톱틱에스점안액"
"116803ATB","다베롤정,베타졸정,베탁정,부광켈론정,켈린정,하이프리정"
"116830COS","베톱틱 에스점안액,베톱틱에스점안액"
"116831COS","베톱틱점안액"
"116902ATB","마이토닌정,오스네콜정,유니네콜정,투티네콜정,하이네콜정"
"117101ATB","데미아정,베자립정"
"117201ATB","비카덱스정,비카루드정,비카소정,비칼루정,카덱소정,카덱스정,카소덱스정,카소비트정,카스델정,칼루타미정"
"117202ATB","카스델정,칼루타미정"
"117301CCM","비레텐크림,비포졸크림,스퍼나졸크림(바이포나졸"
"117301CLQ","바리토나액,바포나액"
"117401ACH","비오딘에스캅셀,비오엠캅셀,비오텍캅셀,원기딘캅셀"
"117501ATB","비페린정,아톨정"
"117701ATB","가네마정(비페닐디메칠디카르복실레이트,닛셀정,디디셀정,디비디정,레비셀정(비페닐디메칠디카르복실레이트,레오빌정,레코비정,레포틸정,리바텍정,리버비셀정"
"117702ACH","그로셀캅셀,디디비캡슐,디디셀캡슐,디디셀캡슐(비페닐디메칠디카르복실레이트,메테스캡슐,비디비캡슐,비비셀캡슐,비페란캡슐(비페닐디메틸디카르복실레이트,큐디셀캡슐,헤파킨캡슐"
"117702ACS","리버셀연질캡슐,지셀연질캡슐"
"117703ACS","디캡나노연질캡슐(비페닐디메칠디카르복실레이트)(수출명:DCAPNANO,원셀연질캅셀3밀리그람(비페닐디메칠디카르복실레이트)(수출명:필셀캅셀,헤바빈연질캡슐,헤파필연질캡슐(비페닐디메칠디카르복실레이트"
"117902ATB","바이프롤정,베타드렌정,베타원정,베타프롤정,비소롤정,비소폴정,산도스비소프롤롤정,콩브럭정,콩코르정,콩크린정"
"117903ATB","콩브럭정,콩코르정"
"118001BIJ","브레오신주,브레오신주(바이알"
"118101ASS","노루모현탁액,듀란타현탁액(보에마이트,보히트현탁액,봄겔,위튼겔,잔타임현탁액"
"118401COS","모니간점안액,옵티그린점안액,한국알콘주석산브리모니딘점안액"
"118402COS","브리딘티점안액,브리모닌점안액,알로파딘점안액,알파간피점안액,알파몬피점안액"
"118431COS","모니간점안액,옵티그린점안액,한국알콘 주석산브리모니딘 점안액,한국알콘주석산브리모니딘점안액"
"118432COS","브리딘티점안액,브리모닌점안액,알로파딘점안액,알파간피점안액,알파몬피점안액"
"118434COS","브리딘티점안액,알파벨라점안액"
"118501ATB","렉토팜정3밀리그람,명인브로마제팜정3밀리그람[ 브라제팜정3밀리그람(브로마제팜) 렉소만정3밀리그람(브로마제팜)],명인브로마제팜정3밀리그람[브라제팜정3밀리그람(브로마제팜)렉소만정3밀리그람(브로마제팜)]"
"118601ATB","뮤코졸정,비졸본정,신일브롬헥신염산염정"
"118602BIJ","비졸본주사액,신풍염산브롬헥신주,유니온브롬헥신주"
"118701ATB","부로미딘정,팔로델정"
"118904ATB","부롬정5밀리그람,테소푸렐정"
"119403CCM","로지나크림,베베크림,제크크림"
"119404CSI","부데코트흡입액,풀미칸분무용현탁액,풀미코트레스퓰분무용현탁액"
"119405CLQ","데소나비액,유한풀미코트비액32마이크로그람"
"119432CCM","로지나크림,베베크림"
"119433CCM","베베크림,제크크림"
"119439CCM","로지나크림,제크크림"
"119502CSI","오부코트스윙헬러,풀미코트터부헬러 dose100기타,풀미코트터부헬러dose100기타,프레노린200mcg분말흡입제,프레노린400mcg분말흡입제"
"119505CSI","오부코트스윙헬러,프레노린200mcg분말흡입제,프레노린400mcg분말흡입제"
"119530CSI","오부코트스윙헬러,풀미코트터부헬러 dose,풀미코트터부헬러dose"
"119533CSI","부데코트흡입액,풀미칸분무용현탁액,풀미코트레스퓰분무용현탁액,풀미큐어분무용현탁액"
"119601ATB","부롤린정,후메칠정(수출명:비후메칠정"
"119602BIJ","메프로딜주사,코러스염산부플로메딜주,폰딜주사액,플로메드주사,플로부틸주사(염산부플로메딜"
"119701ACH","대웅부플로메딜캡슐,드림파마부플로메딜인산피리독살캡슐,부로칸캡슐,부푸란캡슐,브메딜캡슐,세르메딜캡슐,푸로딜캡슐,프렉토캡슐,프로딜캡슐,피르메딜캡슐"
"120101BIJ","명문염산부피바카인주,유마카인주,푸카인주사,하나염산부피바카인주,한올부피바카인주,휴온스부피바카인염산염주사"
"120104BIJ","마케인헤비주사,명문염산부피바카인헤비주사,뷰카인주,이연염산부피바카인덱스트로스주,하나염산부피바카인헤비주사"
"120106BIJ","명문염산부피바카인주,유마카인주,푸카인주사,하나염산부피바카인주"
"120130BIJ","마케인헤비주사,명문염산부피바카인헤비주사,뷰카인주,염산부피바카인주사하이퍼바주사,이연부피바카인염산염일수화물덱스트로스주,하나부피바카인염산염헤비주사"
"120131BIJ","명문염산부피바카인주,하나염산부피바카인주"
"120132BIJ","명문염산부피바카인주,푸카인주사,하나부피바카인염산염주,한올부피바카인주,휴온스부피바카인염산염주사"
"120203CPC","노스판패취 h,노스판패취h"
"120204CPC","노스판패취 h,노스판패취h"
"120205CPC","노스판패취 h,노스판패취h"
"120231CPC","트랜스텍패취 h,트랜스텍패취h"
"120232CPC","트랜스텍패취 h,트랜스텍패취h"
"120233CPC","트랜스텍패취 h,트랜스텍패취h"
"120234CPC","부프레인패취 h,부프레인패취h"
"120235CPC","부프레인패취 h,부프레인패취h"
"120236CPC","부프레인패취 h,부프레인패취h"
"120501ATB","명인부스피론염산염정10밀리그램,바브론정,보령부스파정,부스론정,부스원정,부스피린정,부포닌정,삼성부스피론정,영진부스피론정,영풍부스피론정"
"120502ATB","명인염산부스피론정5밀리그람,바브론정,보령부스파정,부스론정,부스원정,부스타정,부스포론정,부스피린정,부스핀정,부포닌정"
"120602BIJ","부설펙스주,부설펙스주(바이알"
"120630BIJ","부설칸주,부설펙스주(바이알"
"120701ASY","부미콜시럽,지노콜시럽"
"120901CCM","다나핀크림,부테나크림,부테닐크림(염산부테나핀,엔나핀크림,엠테크림,영진멘탁스크림"
"120931CCM","다나핀크림,부테나크림"
"120935CCM","부테나크림,영진멘탁스크림"
"121101BIJ","부놀주사,부토판주사1밀리그람 밀리리터,부토판주사1밀리그람밀리리터"
"121102BIJ","부놀주사2밀리그람 밀리리터,부놀주사2밀리그람밀리리터,부토판주사2밀리그람 밀리리터,부토판주사2밀리그람밀리리터,부파놀주사"
"121130BIJ","부놀주사,부토판주사1밀리그람 밀리리터,부토판주사1밀리그람밀리리터"
"121131BIJ","부놀주사2밀리그람 밀리리터,부놀주사2밀리그람밀리리터,부토판주사2밀리그람 밀리리터,부토판주사2밀리그람밀리리터,부파놀주사"
"121303BIJ","메디카인주사,메조카주사,펜틸주"
"121530COM","다이보넥스연고,디오베트리에이연고"
"121601ACS","네오본연질캡슐0.25마이크로그람(칼시트리올,로시칼연질캅셀(칼시트리올,로이칼연질캅셀,로칼트롤연질캡슐0.25마이크로그람,보네이연질캅셀,본키연질캡슐,오스테오연질캅셀,올카연질캡슐(칼시트리올)(수출명:HUONSOLCARolcasoftcap.,올키연질캡슐,카라벤연질캡슐(칼시트리올"
"121602BIJ","네오본주1마이크로그램,본키주1마이크로그람"
"121605COM","소리아연고,실키스연고"
"121630BIJ","네오본주1마이크로그램,본키주1마이크로그람"
"121701ATB","네프로정,칼슈트정,포슈인정,포스바인정,포스포정,포스핀정,포슬로정"
"121801ATB","넥스팜탄산칼슘정,마이팜탄산칼슘정,씨씨본정,이든탄산칼슘정,이탄칼정,제이에스탄산칼슘정,카니트정,태극탄산칼슘정,파마탄산칼슘정,한국유나이티드탄산칼슘정"
"121901ATB","다그린정,에디정,이시드정,카네드정,칼시드정,탄시드정"
"122001BIJ","염카루 주,염카루주,중외염화칼슘주사액,휴온스염화칼슘주사액"
"122202BIJ","대한글루콘산칼슘주,제이더블유중외제약글루콘산칼슘주사액,중외글루콘산칼슘주사액"
"122301ATB","뉴콘정,듀오메디정,듀콘정,렉실정,셀칼콘정,솔콘정,실로필정,실콘정,웰콘정,카르콘정"
"122501ATB","씨앤피정,일성호이판정,호이스타정,호이콜정"
"122601ATB","네오칸데정,데잘탄정,데카르탄정,동광칸데사르탄정,삼성칸데사르탄정,아나탄정,아르탄정,아칸데정,아타칸정,제뉴원칸데사르탄정"
"122602ATB","고려칸데사르탄정,글로아타정,네오칸데정,데잘탄정,데카르탄정,동광칸데사르탄정,삼성칸데사르탄정,아나탄정,아데탄정,아르탄정"
"122603ATB","네오칸데정,아타칸정,칸데모어정"
"122701ATB","잘보빈정,젤로다정,젤로빅정,젤로칸정,젤카타빈정,카페빈정,캡타빈정"
"122702ATB","잘보빈정,젤로다정,젤로빅정,젤로칸정,젤카타빈정,카페빈정,캡타빈정"
"122801CCM","다이펜탈크림,조스트릭스크림"
"122802CCM","다이악센크림,조스트릭스에취피크림"
"122901ATB","일동캅토프릴정12.5밀리그람,카프릴정12.5밀리그람(캅토프릴)수출명;Captolongtablet"
"122902ATB","마이팜캅토프릴정,일동캅토프릴정25밀리그람,카프릴정(캅토프릴)수출명:Captolongtablet,케타닌정(캅토프릴"
"123001COS","마이스톱주,마이오스타트주사"
"123030BIJ","마이스톱주,마이오스타트주사"
"123102ATB","카르마인정(카르바마제핀,카마제핀정,테그레톨정"
"123102ATR","아트레톨씨알정,에필렙톨씨알정,카르마인씨알정,카마제핀씨알정200밀리그람,카바민씨알정200밀리그람,테그레톨씨알정"
"123104ATR","부광티모닐서방정,카마제핀씨알정300밀리그람"
"123701BIJ","네오플라틴주,동아카프란주사액,디비엘카보플라틴주 ml,디비엘카보플라틴주ml,카보신주사,카보티놀주사,플라스틴주,화이자카보플라틴주"
"123702BIJ","네오플라틴주,동아카프란주사액,디비엘카보플라틴주 ml,디비엘카보플라틴주ml,카보신주사,카보티놀주사,플라스틴주,화이자카보플라틴주"
